Record ID,Agency Code,Agency_Name,Agency_Type,City,State,Year,Month,Incident,Crime_Type,Crime Solved,Victim_Sex,Victim Age,Victim Race,Victim Ethnicity,Perpetrator Sex,Perpetrator Age,Perpetrator Race,Perpetrator Ethnicity,Relationship,Weapon,Victim Count,Perpetrator Count,Record Source
1255,CA00400,Butte,Sheriff,Butte,California,1980,October,1,Murder or Manslaughter,Yes,Male,74,White,Not Hispanic,Male,28,White,Not Hispanic,Unknown,Unknown,0,0,FBI
1256,CA00400,Butte,Sheriff,Butte,California,1980,December,1,Murder or Manslaughter,Yes,Female,29,White,Not Hispanic,Male,29,White,Not Hispanic,Wife,Strangulation,0,0,FBI
1257,CA00401,Biggs,Municipal Police,Butte,California,1980,September,1,Murder or Manslaughter,No,Female,39,White,Not Hispanic,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,0,FBI
1258,CA00403,Gridley,Municipal Police,Butte,California,1980,March,1,Murder or Manslaughter,No,Female,34,White,Unknown,Unknown,0,Unknown,Unknown,Wife,Handgun,0,0,FBI
1259,CA00403,Gridley,Municipal Police,Butte,California,1980,August,1,Murder or Manslaughter,No,Female,36,White,Hispanic,Unknown,0,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
1260,CA00403,Gridley,Municipal Police,Butte,California,1980,December,1,Murder or Manslaughter,Yes,Female,29,Unknown,Unknown,Male,21,Unknown,Unknown,Unknown,Blunt Object,0,0,FBI
1261,CA00404,Oroville,Municipal Police,Butte,California,1980,September,1,Murder or Manslaughter,Yes,Female,24,White,Not Hispanic,Male,23,Black,Not Hispanic,Girlfriend,Blunt Object,0,0,FBI
1262,CA00600,Colusa,Sheriff,Colusa,California,1980,June,1,Murder or Manslaughter,No,Female,20,White,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,0,1,FBI
1263,CA00600,Colusa,Sheriff,Colusa,California,1980,August,1,Murder or Manslaughter,Yes,Female,20,White,Not Hispanic,Male,35,White,Not Hispanic,Unknown,Handgun,0,0,FBI
1264,CA00700,Contra Costa,Sheriff,Contra Costa,California,1980,January,1,Murder or Manslaughter,No,Male,27,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Firearm,0,1,FBI
